Location;Color;Quantity in Pounds at Classifier;Size;Flavor;Quantity in Pounds At Pre-finish Operations;Packaging Type;Quantity in Pounds At Pack Operations
Green Bay, WI;Coloring Agent3;156598;S5;F12;9933;Box;2710
Green Bay, WI;Coloring Agent3;156598;S5;F3;1396;Box;1396
Green Bay, WI;Coloring Agent3;156598;S5;F9;3523;Bag;3523
Green Bay, WI;Coloring Agent32;238440;S1;F1;4265;Box;4265
Green Bay, WI;Coloring Agent32;238440;S1;F10;3555;Box;3555
Green Bay, WI;Coloring Agent32;238440;S1;F12;255;Bag;255
Green Bay, WI;Coloring Agent32;238440;S1;F2;9414;Bag;3384
Green Bay, WI;Coloring Agent32;238440;S1;F2;9414;Box;6030
Green Bay, WI;Coloring Agent32;238440;S1;F4;4054;Bag;4054
Green Bay, WI;Coloring Agent32;238440;S1;F5;1380;Bag;1380
Green Bay, WI;Coloring Agent32;238440;S1;F8;3202;Bag;3202
Green Bay, WI;Coloring Agent32;238440;S2;F1;6601;Bag;6601
Green Bay, WI;Coloring Agent32;238440;S2;F10;5873;Bag;5873
Green Bay, WI;Coloring Agent32;238440;S2;F11;8190;Bag;3310
Green Bay, WI;Coloring Agent32;238440;S2;F11;8190;Box;4880
Green Bay, WI;Coloring Agent32;238440;S2;F12;16214;Bag;16214
Green Bay, WI;Coloring Agent32;238440;S2;F3;4635;Box;4635
Green Bay, WI;Coloring Agent32;238440;S2;F4;7719;Bag;7719
Green Bay, WI;Coloring Agent32;238440;S2;F5;1393;Bag;1393
Green Bay, WI;Coloring Agent32;238440;S2;F7;3180;Bag;3180
Green Bay, WI;Coloring Agent32;238440;S2;F8;7941;Bag;7941
Green Bay, WI;Coloring Agent32;238440;S3;F1;3622;Box;3622
Green Bay, WI;Coloring Agent32;238440;S3;F10;3825;Bag;3825
Green Bay, WI;Coloring Agent32;238440;S3;F11;3088;Bag;3088
Green Bay, WI;Coloring Agent32;238440;S3;F12;21608;Bag;21608
Green Bay, WI;Coloring Agent32;238440;S3;F3;3295;Bag;3222
Green Bay, WI;Coloring Agent32;238440;S3;F3;3295;Box;73
Green Bay, WI;Coloring Agent32;238440;S3;F4;16423;Bag;16423
Green Bay, WI;Coloring Agent32;238440;S3;F5;2849;Bag;2849
Green Bay, WI;Coloring Agent32;238440;S3;F6;3366;Bag;3366
Green Bay, WI;Coloring Agent32;238440;S3;F7;4840;Box;4840
Green Bay, WI;Coloring Agent32;238440;S3;F8;11425;Bag;11425
Green Bay, WI;Coloring Agent32;238440;S4;F12;18904;Bag;15849
Green Bay, WI;Coloring Agent32;238440;S4;F12;18904;Box;3055
Green Bay, WI;Coloring Agent32;238440;S4;F2;3148;Box;3148
Green Bay, WI;Coloring Agent32;238440;S4;F3;7415;Bag;2947
Green Bay, WI;Coloring Agent32;238440;S4;F3;7415;Box;4468
Green Bay, WI;Coloring Agent32;238440;S4;F4;8777;Bag;4615
Green Bay, WI;Coloring Agent32;238440;S4;F4;8777;Box;4162
Green Bay, WI;Coloring Agent32;238440;S4;F5;3014;Bag;3014
Green Bay, WI;Coloring Agent32;238440;S4;F7;2884;Bag;2884
Green Bay, WI;Coloring Agent32;238440;S4;F8;8108;Bag;8108
Green Bay, WI;Coloring Agent32;238440;S5;F12;755;Bag;755
Green Bay, WI;Coloring Agent32;238440;S5;F2;3627;Bag;3627
Green Bay, WI;Coloring Agent32;238440;S5;F3;3088;Box;3088
Green Bay, WI;Coloring Agent32;238440;S5;F4;10168;Bag;10168
Green Bay, WI;Coloring Agent32;238440;S5;F5;3592;Bag;3592
Green Bay, WI;Coloring Agent32;238440;S5;F6;2748;Bag;2748
Green Bay, WI;Coloring Agent33;268440;S1;F1;5730;Bag;5730
Green Bay, WI;Coloring Agent33;268440;S1;F10;2877;Bag;2877
Green Bay, WI;Coloring Agent33;268440;S1;F12;443;Bag;443
Green Bay, WI;Coloring Agent33;268440;S1;F2;1021;Box;1021
Green Bay, WI;Coloring Agent33;268440;S1;F4;4475;Box;4475
Green Bay, WI;Coloring Agent33;268440;S1;F6;4050;Bag;4050
Green Bay, WI;Coloring Agent33;268440;S1;F7;3625;Bag;3625
Green Bay, WI;Coloring Agent33;268440;S1;F8;13640;Bag;5426
Green Bay, WI;Coloring Agent33;268440;S1;F8;13640;Box;8214
Green Bay, WI;Coloring Agent33;268440;S1;F9;9623;Bag;9623
Green Bay, WI;Coloring Agent33;268440;S2;F1;339;Bag;339
Green Bay, WI;Coloring Agent33;268440;S2;F10;12350;Bag;12350
Green Bay, WI;Coloring Agent33;268440;S2;F11;12150;Bag;9055
Green Bay, WI;Coloring Agent33;268440;S2;F11;12150;Box;3095
Green Bay, WI;Coloring Agent33;268440;S2;F12;963;Bag;963
Green Bay, WI;Coloring Agent33;268440;S2;F2;11330;Bag;8160
Green Bay, WI;Coloring Agent33;268440;S2;F2;11330;Box;3170
Green Bay, WI;Coloring Agent33;268440;S2;F4;32093;Bag;32093
Green Bay, WI;Coloring Agent33;268440;S2;F6;8814;Bag;8814
Green Bay, WI;Coloring Agent33;268440;S2;F7;10835;Bag;10835
Green Bay, WI;Coloring Agent33;268440;S2;F8;1229;Box;1229
Green Bay, WI;Coloring Agent33;268440;S2;F9;8894;Bag;8894
Green Bay, WI;Coloring Agent33;268440;S3;F1;2112;Bag;2112
Green Bay, WI;Coloring Agent33;268440;S3;F10;5535;Bag;5535
Green Bay, WI;Coloring Agent33;268440;S3;F12;6722;Bag;312
Green Bay, WI;Coloring Agent33;268440;S3;F12;6722;Box;6410
Green Bay, WI;Coloring Agent33;268440;S3;F4;2622;Bag;2622
Green Bay, WI;Coloring Agent33;268440;S3;F5;1364;Box;1364
Green Bay, WI;Coloring Agent33;268440;S3;F6;4962;Bag;4962
Green Bay, WI;Coloring Agent33;268440;S3;F7;2669;Bag;2669
Green Bay, WI;Coloring Agent33;268440;S3;F8;2372;Bag;2372
Green Bay, WI;Coloring Agent33;268440;S3;F9;3745;Box;3745
Green Bay, WI;Coloring Agent33;268440;S4;F1;2863;Bag;2863
Green Bay, WI;Coloring Agent33;268440;S4;F10;3685;Box;3685
Green Bay, WI;Coloring Agent33;268440;S4;F11;338;Bag;338
Green Bay, WI;Coloring Agent33;268440;S4;F12;4917;Bag;4917
Green Bay, WI;Coloring Agent33;268440;S4;F3;3062;Bag;3062
Green Bay, WI;Coloring Agent33;268440;S4;F4;11747;Bag;3807
Green Bay, WI;Coloring Agent33;268440;S4;F4;11747;Box;7940
Green Bay, WI;Coloring Agent33;268440;S4;F6;2289;Bag;2289
Green Bay, WI;Coloring Agent33;268440;S4;F7;3125;Bag;3125
Green Bay, WI;Coloring Agent33;268440;S4;F9;3097;Bag;3097
Green Bay, WI;Coloring Agent33;268440;S5;F1;11793;Bag;8848
Green Bay, WI;Coloring Agent33;268440;S5;F1;11793;Box;2945
Green Bay, WI;Coloring Agent33;268440;S5;F12;7268;Bag;7268
Green Bay, WI;Coloring Agent33;268440;S5;F2;3620;Bag;3620
Green Bay, WI;Coloring Agent33;268440;S5;F3;2847;Bag;2847
Green Bay, WI;Coloring Agent33;268440;S5;F4;6322;Bag;6322
Green Bay, WI;Coloring Agent33;268440;S5;F6;5003;Bag;5003
Green Bay, WI;Coloring Agent33;268440;S5;F7;6149;Bag;6149
Green Bay, WI;Coloring Agent33;268440;S5;F8;2480;Box;2480
Green Bay, WI;Coloring Agent33;268440;S5;F9;11251;Bag;7861
Green Bay, WI;Coloring Agent33;268440;S5;F9;11251;Box;3390
Green Bay, WI;Coloring Agent34;126676;S1;F1;4966;Bag;3898
Green Bay, WI;Coloring Agent34;126676;S1;F1;4966;Box;1068
Green Bay, WI;Coloring Agent34;126676;S1;F11;524;Box;524
Green Bay, WI;Coloring Agent34;126676;S1;F12;1075;Box;1075
Green Bay, WI;Coloring Agent34;126676;S1;F3;2037;Bag;2037
Green Bay, WI;Coloring Agent34;126676;S1;F4;1083;Bag;1083
Green Bay, WI;Coloring Agent34;126676;S1;F5;1155;Bag;1155
Green Bay, WI;Coloring Agent34;126676;S1;F6;102;Bag;102
Green Bay, WI;Coloring Agent34;126676;S1;F7;2362;Bag;2362
Green Bay, WI;Coloring Agent34;126676;S1;F8;6580;Bag;6580
Green Bay, WI;Coloring Agent34;126676;S1;F9;4984;Bag;3712
Green Bay, WI;Coloring Agent34;126676;S1;F9;4984;Box;1272
Green Bay, WI;Coloring Agent34;126676;S2;F1;2923;Bag;2923
Green Bay, WI;Coloring Agent34;126676;S2;F10;1933;Bag;1933
Green Bay, WI;Coloring Agent34;126676;S2;F11;1079;Bag;1079
Green Bay, WI;Coloring Agent34;126676;S2;F3;1341;Bag;293
Green Bay, WI;Coloring Agent34;126676;S2;F3;1341;Box;1048
Green Bay, WI;Coloring Agent34;126676;S2;F4;2070;Bag;2070
Green Bay, WI;Coloring Agent34;126676;S2;F7;846;Bag;846
Green Bay, WI;Coloring Agent34;126676;S2;F8;5715;Bag;5715
Green Bay, WI;Coloring Agent34;126676;S2;F9;2741;Bag;2741
Green Bay, WI;Coloring Agent34;126676;S3;F1;6235;Bag;6235
Green Bay, WI;Coloring Agent34;126676;S3;F10;2543;Bag;2543
Green Bay, WI;Coloring Agent34;126676;S3;F3;1145;Bag;1145
Green Bay, WI;Coloring Agent34;126676;S3;F4;1222;Bag;1222
Green Bay, WI;Coloring Agent34;126676;S3;F5;1089;Bag;1089
Green Bay, WI;Coloring Agent34;126676;S3;F6;8094;Bag;8094
Green Bay, WI;Coloring Agent34;126676;S3;F7;4925;Bag;4925
Green Bay, WI;Coloring Agent34;126676;S3;F8;10527;Bag;10527
Green Bay, WI;Coloring Agent34;126676;S3;F9;4003;Bag;4003
Green Bay, WI;Coloring Agent34;126676;S4;F1;1026;Bag;1026
Green Bay, WI;Coloring Agent34;126676;S4;F10;1018;Bag;1018
Green Bay, WI;Coloring Agent34;126676;S4;F12;386;Bag;386
Green Bay, WI;Coloring Agent34;126676;S4;F2;1263;Bag;1263
Green Bay, WI;Coloring Agent34;126676;S4;F6;3277;Bag;3277
Green Bay, WI;Coloring Agent34;126676;S4;F7;1173;Bag;1173
Green Bay, WI;Coloring Agent34;126676;S4;F8;3368;Bag;2338
Green Bay, WI;Coloring Agent34;126676;S4;F8;3368;Box;1030
Green Bay, WI;Coloring Agent34;126676;S4;F9;923;Bag;923
Green Bay, WI;Coloring Agent34;126676;S5;F1;9075;Bag;9075
Green Bay, WI;Coloring Agent34;126676;S5;F6;6666;Bag;6666
Green Bay, WI;Coloring Agent34;126676;S5;F7;2350;Bag;2350
Green Bay, WI;Coloring Agent34;126676;S5;F8;11734;Bag;10592
Green Bay, WI;Coloring Agent34;126676;S5;F8;11734;Box;1142
Green Bay, WI;Coloring Agent34;126676;S5;F9;1118;Box;1118
Green Bay, WI;Coloring Agent36;109884;S1;F11;2372;Bag;2372
Green Bay, WI;Coloring Agent36;109884;S1;F12;4313;Bag;4313
Green Bay, WI;Coloring Agent36;109884;S1;F3;4500;Bag;4500
Green Bay, WI;Coloring Agent36;109884;S1;F8;6281;Bag;6281
Green Bay, WI;Coloring Agent36;109884;S2;F1;3728;Bag;3728
Green Bay, WI;Coloring Agent36;109884;S2;F10;3932;Bag;3932
Green Bay, WI;Coloring Agent36;109884;S2;F11;3343;Bag;3343
Green Bay, WI;Coloring Agent36;109884;S2;F2;3514;Bag;3514
Green Bay, WI;Coloring Agent36;109884;S2;F4;4043;Bag;4043
Green Bay, WI;Coloring Agent36;109884;S3;F1;882;Bag;882
Green Bay, WI;Coloring Agent36;109884;S3;F11;13352;Bag;13352
Green Bay, WI;Coloring Agent36;109884;S3;F2;3281;Bag;3281
Green Bay, WI;Coloring Agent36;109884;S3;F4;3095;Bag;3095
Green Bay, WI;Coloring Agent36;109884;S3;F5;8629;Bag;3904
Green Bay, WI;Coloring Agent36;109884;S3;F5;8629;Box;4725
Green Bay, WI;Coloring Agent36;109884;S3;F8;3832;Bag;3832
Green Bay, WI;Coloring Agent36;109884;S4;F1;2803;Bag;2803
Green Bay, WI;Coloring Agent36;109884;S4;F10;3038;Bag;3038
Green Bay, WI;Coloring Agent36;109884;S4;F11;3143;Bag;3143
Green Bay, WI;Coloring Agent36;109884;S4;F2;180;Bag;180
Green Bay, WI;Coloring Agent36;109884;S4;F8;6556;Bag;2981
Green Bay, WI;Coloring Agent36;109884;S4;F8;6556;Box;3575
Green Bay, WI;Coloring Agent36;109884;S4;F9;3020;Bag;3020
Green Bay, WI;Coloring Agent36;109884;S5;F11;8689;Bag;8689
Green Bay, WI;Coloring Agent36;109884;S5;F12;930;Box;930
Green Bay, WI;Coloring Agent36;109884;S5;F2;3307;Bag;212
Green Bay, WI;Coloring Agent36;109884;S5;F2;3307;Box;3095
Green Bay, WI;Coloring Agent36;109884;S5;F3;3375;Box;3375
Green Bay, WI;Coloring Agent36;109884;S5;F4;2260;Bag;2260
Green Bay, WI;Coloring Agent36;109884;S5;F7;3486;Bag;3486
Green Bay, WI;Coloring Agent37;179025;S1;F1;7669;Bag;7669
Green Bay, WI;Coloring Agent37;179025;S1;F2;2899;Bag;2899
Green Bay, WI;Coloring Agent37;179025;S1;F4;6538;Bag;3143
Green Bay, WI;Coloring Agent37;179025;S1;F4;6538;Box;3395
Green Bay, WI;Coloring Agent37;179025;S1;F6;3686;Bag;3686
Green Bay, WI;Coloring Agent37;179025;S1;F8;11218;Bag;11218
Green Bay, WI;Coloring Agent37;179025;S1;F9;5584;Bag;5584
Green Bay, WI;Coloring Agent37;179025;S2;F10;3931;Bag;3931
Green Bay, WI;Coloring Agent37;179025;S2;F11;1589;Box;1589
Green Bay, WI;Coloring Agent37;179025;S2;F12;3418;Box;3418
Green Bay, WI;Coloring Agent37;179025;S2;F2;5862;Bag;5862
Green Bay, WI;Coloring Agent37;179025;S2;F3;6771;Bag;3476
Green Bay, WI;Coloring Agent37;179025;S2;F3;6771;Box;3295
Green Bay, WI;Coloring Agent37;179025;S2;F6;6795;Bag;3580
Green Bay, WI;Coloring Agent37;179025;S2;F6;6795;Box;3215
Green Bay, WI;Coloring Agent37;179025;S2;F9;279;Bag;279
Green Bay, WI;Coloring Agent37;179025;S3;F2;4910;Bag;4910
Green Bay, WI;Coloring Agent37;179025;S3;F3;3590;Box;3590
Green Bay, WI;Coloring Agent37;179025;S3;F4;4389;Bag;4389
Green Bay, WI;Coloring Agent37;179025;S3;F7;9293;Bag;9293
Green Bay, WI;Coloring Agent37;179025;S3;F8;3975;Box;3975
Green Bay, WI;Coloring Agent37;179025;S3;F9;2488;Bag;279
Green Bay, WI;Coloring Agent37;179025;S3;F9;2488;Box;2209
Green Bay, WI;Coloring Agent37;179025;S4;F10;8326;Bag;8326
Green Bay, WI;Coloring Agent37;179025;S4;F2;15064;Bag;15064
Green Bay, WI;Coloring Agent37;179025;S4;F3;4303;Bag;4303
Green Bay, WI;Coloring Agent37;179025;S4;F5;3142;Box;3142
Green Bay, WI;Coloring Agent37;179025;S4;F7;2978;Box;2978
Green Bay, WI;Coloring Agent37;179025;S4;F8;6960;Bag;6960
Green Bay, WI;Coloring Agent37;179025;S4;F9;402;Bag;402
Green Bay, WI;Coloring Agent37;179025;S5;F1;3403;Bag;3403
Green Bay, WI;Coloring Agent37;179025;S5;F10;2989;Bag;2989
Green Bay, WI;Coloring Agent37;179025;S5;F12;3570;Bag;3570
Green Bay, WI;Coloring Agent37;179025;S5;F2;16615;Bag;16615
Green Bay, WI;Coloring Agent37;179025;S5;F4;3845;Box;3845
Green Bay, WI;Coloring Agent37;179025;S5;F5;8348;Bag;3653
Green Bay, WI;Coloring Agent37;179025;S5;F5;8348;Box;4695
Green Bay, WI;Coloring Agent37;179025;S5;F6;3777;Bag;3777
Green Bay, WI;Coloring Agent37;179025;S5;F9;419;Bag;419
Green Bay, WI;Coloring Agent38;199056;S1;F1;3110;Bag;3110
Green Bay, WI;Coloring Agent38;199056;S1;F12;402;Bag;402
Green Bay, WI;Coloring Agent38;199056;S1;F2;3634;Bag;3634
Green Bay, WI;Coloring Agent38;199056;S1;F4;2872;Box;2872
Green Bay, WI;Coloring Agent38;199056;S1;F6;3455;Bag;3455
Green Bay, WI;Coloring Agent38;199056;S1;F7;2964;Bag;2964
Green Bay, WI;Coloring Agent38;199056;S1;F8;3429;Bag;3429
Green Bay, WI;Coloring Agent38;199056;S2;F1;10169;Bag;6899
Green Bay, WI;Coloring Agent38;199056;S2;F1;10169;Box;3270
Green Bay, WI;Coloring Agent38;199056;S2;F10;2988;Box;2988
Green Bay, WI;Coloring Agent38;199056;S2;F12;13816;Bag;13816
Green Bay, WI;Coloring Agent38;199056;S2;F2;10187;Bag;5752
Green Bay, WI;Coloring Agent38;199056;S2;F2;10187;Box;4435
Green Bay, WI;Coloring Agent38;199056;S2;F6;3313;Bag;3313
Green Bay, WI;Coloring Agent38;199056;S2;F7;15731;Bag;15731
Green Bay, WI;Coloring Agent38;199056;S2;F8;10374;Bag;10374
Green Bay, WI;Coloring Agent38;199056;S2;F9;2950;Box;2950
Green Bay, WI;Coloring Agent38;199056;S3;F1;372;Bag;372
Green Bay, WI;Coloring Agent38;199056;S3;F11;4106;Bag;4106
Green Bay, WI;Coloring Agent38;199056;S3;F12;6522;Bag;6522
Green Bay, WI;Coloring Agent38;199056;S3;F2;6132;Bag;6132
Green Bay, WI;Coloring Agent38;199056;S3;F4;6892;Bag;6892
Green Bay, WI;Coloring Agent38;199056;S3;F7;1666;Box;1666
Green Bay, WI;Coloring Agent38;199056;S3;F8;7124;Bag;7124
Green Bay, WI;Coloring Agent38;199056;S3;F9;2942;Box;2942
Green Bay, WI;Coloring Agent38;199056;S4;F1;1459;Bag;1459
Green Bay, WI;Coloring Agent38;199056;S4;F10;6175;Bag;6175
Green Bay, WI;Coloring Agent38;199056;S4;F11;3236;Bag;3236
Green Bay, WI;Coloring Agent38;199056;S4;F12;9831;Bag;9831
Green Bay, WI;Coloring Agent38;199056;S4;F3;5615;Box;5615
Green Bay, WI;Coloring Agent38;199056;S4;F5;2062;Bag;2062
Green Bay, WI;Coloring Agent38;199056;S4;F6;6539;Bag;6539
Green Bay, WI;Coloring Agent38;199056;S4;F8;7206;Bag;7206
Green Bay, WI;Coloring Agent38;199056;S5;F1;6208;Bag;3090
Green Bay, WI;Coloring Agent38;199056;S5;F1;6208;Box;3118
Green Bay, WI;Coloring Agent38;199056;S5;F10;3145;Box;3145
Green Bay, WI;Coloring Agent38;199056;S5;F11;3370;Box;3370
Green Bay, WI;Coloring Agent38;199056;S5;F12;6486;Bag;6486
Green Bay, WI;Coloring Agent38;199056;S5;F3;3658;Box;3658
Green Bay, WI;Coloring Agent38;199056;S5;F6;4406;Bag;3257
Green Bay, WI;Coloring Agent38;199056;S5;F6;4406;Box;1149
Green Bay, WI;Coloring Agent38;199056;S5;F8;4510;Bag;4510
Green Bay, WI;Coloring Agent39;184449;S1;F1;5220;Bag;5220
Green Bay, WI;Coloring Agent39;184449;S1;F10;7455;Bag;4537
Green Bay, WI;Coloring Agent39;184449;S1;F10;7455;Box;2918
Green Bay, WI;Coloring Agent39;184449;S1;F11;337;Bag;337
Green Bay, WI;Coloring Agent39;184449;S1;F2;7805;Box;7805
Green Bay, WI;Coloring Agent39;184449;S1;F3;719;Box;719
Green Bay, WI;Coloring Agent39;184449;S1;F4;3298;Box;3298
Green Bay, WI;Coloring Agent39;184449;S1;F7;5901;Bag;5901
Green Bay, WI;Coloring Agent39;184449;S1;F8;4184;Bag;4184
Green Bay, WI;Coloring Agent39;184449;S2;F1;2520;Bag;2520
Green Bay, WI;Coloring Agent39;184449;S2;F10;9366;Bag;9366
Green Bay, WI;Coloring Agent39;184449;S2;F11;9619;Bag;9619
Green Bay, WI;Coloring Agent39;184449;S2;F12;3905;Box;3905
Green Bay, WI;Coloring Agent39;184449;S2;F2;11559;Bag;11559
Green Bay, WI;Coloring Agent39;184449;S2;F7;835;Bag;835
Green Bay, WI;Coloring Agent39;184449;S2;F8;5506;Bag;5506
Green Bay, WI;Coloring Agent39;184449;S2;F9;3082;Box;3082
Green Bay, WI;Coloring Agent39;184449;S3;F1;6630;Bag;2955
Green Bay, WI;Coloring Agent39;184449;S3;F1;6630;Box;3675
Green Bay, WI;Coloring Agent39;184449;S3;F10;6606;Bag;6606
Green Bay, WI;Coloring Agent39;184449;S3;F11;425;Bag;425
Green Bay, WI;Coloring Agent39;184449;S3;F2;3365;Box;3365
Green Bay, WI;Coloring Agent39;184449;S3;F7;2643;Bag;2643
Green Bay, WI;Coloring Agent39;184449;S3;F8;2600;Box;2600
Green Bay, WI;Coloring Agent39;184449;S4;F10;6448;Bag;6448
Green Bay, WI;Coloring Agent39;184449;S4;F11;9743;Bag;6654
Green Bay, WI;Coloring Agent39;184449;S4;F11;9743;Box;3089
Green Bay, WI;Coloring Agent39;184449;S4;F12;6752;Box;6752
Green Bay, WI;Coloring Agent39;184449;S4;F2;6175;Bag;6175
Green Bay, WI;Coloring Agent39;184449;S4;F7;5005;Bag;5005
Green Bay, WI;Coloring Agent39;184449;S4;F8;9958;Bag;5946
Green Bay, WI;Coloring Agent39;184449;S4;F8;9958;Box;4012
Green Bay, WI;Coloring Agent39;184449;S4;F9;5543;Bag;5543
Green Bay, WI;Coloring Agent39;184449;S5;F1;6175;Bag;6175
Green Bay, WI;Coloring Agent39;184449;S5;F10;1465;Bag;1465
Green Bay, WI;Coloring Agent39;184449;S5;F11;302;Bag;302
Green Bay, WI;Coloring Agent39;184449;S5;F12;3865;Box;3865
Green Bay, WI;Coloring Agent39;184449;S5;F2;7478;Box;7478
Green Bay, WI;Coloring Agent39;184449;S5;F5;7251;Bag;3799
Green Bay, WI;Coloring Agent39;184449;S5;F5;7251;Box;3452
Green Bay, WI;Coloring Agent39;184449;S5;F6;1144;Bag;1144
Green Bay, WI;Coloring Agent39;184449;S5;F8;3565;Box;3565
Green Bay, WI;Coloring Agent4;252454;S1;F1;8206;Bag;8206
Green Bay, WI;Coloring Agent4;252454;S1;F10;8076;Bag;8076
Green Bay, WI;Coloring Agent4;252454;S1;F12;2701;Bag;2701
Green Bay, WI;Coloring Agent4;252454;S1;F2;6484;Bag;6484
Green Bay, WI;Coloring Agent4;252454;S1;F3;74;Bag;74
Green Bay, WI;Coloring Agent4;252454;S1;F6;2864;Bag;134
Green Bay, WI;Coloring Agent4;252454;S1;F6;2864;Box;2730
Green Bay, WI;Coloring Agent4;252454;S1;F7;2705;Box;2705
Green Bay, WI;Coloring Agent4;252454;S1;F8;3240;Box;3240
Green Bay, WI;Coloring Agent4;252454;S1;F9;13615;Bag;13615
Green Bay, WI;Coloring Agent4;252454;S2;F10;3026;Bag;3026
Green Bay, WI;Coloring Agent4;252454;S2;F11;2625;Box;2625
Green Bay, WI;Coloring Agent4;252454;S2;F12;3530;Box;3530
Green Bay, WI;Coloring Agent4;252454;S2;F2;3932;Bag;3932
Green Bay, WI;Coloring Agent4;252454;S2;F4;3800;Bag;3800
Green Bay, WI;Coloring Agent4;252454;S2;F6;1176;Bag;1176
Green Bay, WI;Coloring Agent4;252454;S2;F7;3168;Bag;3168
Green Bay, WI;Coloring Agent4;252454;S2;F9;6514;Bag;6514
Green Bay, WI;Coloring Agent4;252454;S3;F1;9817;Bag;9817
Green Bay, WI;Coloring Agent4;252454;S3;F10;13105;Bag;13105
Green Bay, WI;Coloring Agent4;252454;S3;F12;4852;Bag;4852
Green Bay, WI;Coloring Agent4;252454;S3;F2;441;Bag;441
Green Bay, WI;Coloring Agent4;252454;S3;F4;4428;Bag;4428
Green Bay, WI;Coloring Agent4;252454;S3;F5;2965;Box;2965
Green Bay, WI;Coloring Agent4;252454;S3;F6;5977;Bag;5977
Green Bay, WI;Coloring Agent4;252454;S3;F9;3856;Bag;3856
Green Bay, WI;Coloring Agent4;252454;S4;F1;6145;Bag;6145
Green Bay, WI;Coloring Agent4;252454;S4;F12;7826;Bag;5203
Green Bay, WI;Coloring Agent4;252454;S4;F12;7826;Box;2623
Green Bay, WI;Coloring Agent4;252454;S4;F2;2800;Bag;2800
Green Bay, WI;Coloring Agent4;252454;S4;F4;4397;Bag;2182
Green Bay, WI;Coloring Agent4;252454;S4;F4;4397;Box;2215
Green Bay, WI;Coloring Agent4;252454;S4;F7;2257;Bag;2257
Green Bay, WI;Coloring Agent4;252454;S4;F8;5677;Bag;3467
Green Bay, WI;Coloring Agent4;252454;S4;F8;5677;Box;2210
Green Bay, WI;Coloring Agent4;252454;S4;F9;6240;Bag;6240
Green Bay, WI;Coloring Agent4;252454;S5;F1;4331;Bag;4331
Green Bay, WI;Coloring Agent4;252454;S5;F10;7767;Bag;6175
Green Bay, WI;Coloring Agent4;252454;S5;F10;7767;Box;1592
Green Bay, WI;Coloring Agent4;252454;S5;F11;5739;Bag;5739
Green Bay, WI;Coloring Agent4;252454;S5;F2;19682;Bag;15990
Green Bay, WI;Coloring Agent4;252454;S5;F2;19682;Box;3692
Green Bay, WI;Coloring Agent4;252454;S5;F3;5630;Box;5630
Green Bay, WI;Coloring Agent4;252454;S5;F4;12654;Bag;12654
Green Bay, WI;Coloring Agent4;252454;S5;F7;15803;Bag;15803
Green Bay, WI;Coloring Agent4;252454;S5;F9;24329;Bag;20827
Green Bay, WI;Coloring Agent4;252454;S5;F9;24329;Box;3502
Green Bay, WI;Coloring Agent7;290831;S1;F1;4224;Bag;4224
Green Bay, WI;Coloring Agent7;290831;S1;F11;6608;Bag;6608
Green Bay, WI;Coloring Agent7;290831;S1;F2;454;Bag;454
Green Bay, WI;Coloring Agent7;290831;S1;F3;12396;Bag;12396
Green Bay, WI;Coloring Agent7;290831;S1;F4;3360;Bag;3360
Green Bay, WI;Coloring Agent7;290831;S1;F5;3054;Bag;3054
Green Bay, WI;Coloring Agent7;290831;S1;F6;3181;Bag;3181
Green Bay, WI;Coloring Agent7;290831;S1;F7;5474;Bag;5474
Green Bay, WI;Coloring Agent7;290831;S1;F8;2870;Bag;2870
Green Bay, WI;Coloring Agent7;290831;S1;F9;4866;Bag;1724
Green Bay, WI;Coloring Agent7;290831;S1;F9;4866;Box;3142
Green Bay, WI;Coloring Agent7;290831;S2;F1;8932;Bag;8932
Green Bay, WI;Coloring Agent7;290831;S2;F10;3172;Bag;3172
Green Bay, WI;Coloring Agent7;290831;S2;F11;6801;Bag;6801
Green Bay, WI;Coloring Agent7;290831;S2;F2;6833;Bag;6833
Green Bay, WI;Coloring Agent7;290831;S2;F3;7272;Bag;7272
Green Bay, WI;Coloring Agent7;290831;S2;F5;4607;Bag;3199
Green Bay, WI;Coloring Agent7;290831;S2;F5;4607;Box;1408
Green Bay, WI;Coloring Agent7;290831;S2;F7;2736;Bag;2736
Green Bay, WI;Coloring Agent7;290831;S2;F8;23349;Bag;23349
Green Bay, WI;Coloring Agent7;290831;S2;F9;3124;Bag;3124
Green Bay, WI;Coloring Agent7;290831;S3;F1;14279;Bag;11557
Green Bay, WI;Coloring Agent7;290831;S3;F1;14279;Box;2722
Green Bay, WI;Coloring Agent7;290831;S3;F10;7405;Bag;4543
Green Bay, WI;Coloring Agent7;290831;S3;F10;7405;Box;2862
Green Bay, WI;Coloring Agent7;290831;S3;F11;6175;Bag;6175
Green Bay, WI;Coloring Agent7;290831;S3;F12;3268;Box;3268
Green Bay, WI;Coloring Agent7;290831;S3;F2;13258;Bag;13258
Green Bay, WI;Coloring Agent7;290831;S3;F3;3943;Bag;3943
Green Bay, WI;Coloring Agent7;290831;S3;F4;6175;Bag;6175
Green Bay, WI;Coloring Agent7;290831;S3;F5;6713;Bag;3955
Green Bay, WI;Coloring Agent7;290831;S3;F5;6713;Box;2758
Green Bay, WI;Coloring Agent7;290831;S3;F6;2625;Box;2625
Green Bay, WI;Coloring Agent7;290831;S3;F8;25909;Bag;25909
